,Path,Age,Emotion,Class,Features
1664,YAF_fail_ps.wav,Young,ps,Young and ps,"[-3.4050970e+02  4.6886715e+01 -1.7103806e+01  6.5599909e+00
 -3.5360401e+01 -2.9055889e+00 -1.3592309e+01 -7.1757631e+00
 -1.4947879e+01  1.5450709e+01 -1.7168360e+01  9.1446733e+00
 -1.3710228e+01  6.4362893e+00 -2.3324540e+00  8.8572655e+00
  3.1383562e+00  1.3297582e+01 -3.0154531e+00  6.3351464e+00
 -8.9188824e+00  2.8615272e+00  1.8743098e-01 -8.8782418e-01
 -3.0245011e+00  5.1630372e-01 -2.2613099e+00  6.7594008e+00
  3.8854311e+00  6.7422585e+00  7.8900962e+00  7.7752800e+00
  4.4359555e+00  2.9862542e+00  3.5683887e+00  4.2646842e+00
  2.2471735e+00  5.5043378e+00  3.9455009e+00  4.8888621e+00]"
1665,YAF_fail_sad.wav,Young,sad,Young and sad,"[-3.8382654e+02  8.2178352e+01  1.6927187e+01  3.7420300e+01
 -1.6972687e+01  1.4444449e+01 -1.3428642e+01 -5.5785232e+00
 -5.2756667e+00 -2.8746564e+00 -8.7293940e+00  1.8228159e+00
 -8.6479530e+00  9.0988722e+00 -1.2368567e+01 -2.0424570e-01
 -2.8689981e+00  4.5148771e-02 -1.1203077e+01 -1.2103879e+00
 -8.9713144e+00 -5.5731411e+00 -3.8788941e+00  1.7045144e+00
 -3.8940600e-01  6.1535497e+00  2.1697562e+00  1.1703333e+00
 -1.0377634e+00 -1.6880528e+00  1.8929296e+00  8.1871004e+00
  5.4298701e+00  2.1820862e+00 -2.7007216e-01 -1.1507932e+00
  2.6520262e+00  5.3152442e+00  7.3023310e+00  6.0237813e+00]"
1666,YAF_fall_angry.wav,Young,angry,Young and angry,"[-2.5645016e+02  5.6596970e+01 -3.2075667e+00  1.7282436e+01
 -3.5045925e+01 -3.4487665e+00 -3.9204259e+00 -8.6338606e+00
 -1.2524300e+01  1.0010110e+01 -2.1600599e+01  1.3984467e+01
 -1.8296101e+01  1.0697359e+01 -6.7701044e+00 -5.1204023e+00
 -4.0512114e+00 -2.0648103e+00 -1.0970117e+01  5.3660160e-01
 -6.5276523e+00 -3.4718411e+00  5.7041924e-02 -2.9422319e+00
  6.1015081e-01  3.3484318e+00  8.9532833e+00  1.1187642e+01
  1.6434025e+01  1.3461635e+01  7.2935624e+00  6.3773952e+00
  8.4428078e-01  1.0907725e+00  1.1568822e+00  3.1895449e+00
  1.1279904e+00 -9.3853980e-01 -2.9374835e+00 -2.5515985e+00]"
1667,YAF_fall_disgust.wav,Young,disgust,Young and disgust,"[-4.09120667e+02  8.13702240e+01  9.21481705e+00  8.64695168e+00
 -2.46070652e+01 -1.56868863e+00 -4.46155643e+00 -9.04856777e+00
 -9.09304428e+00  5.97934437e+00 -1.10164385e+01  4.04351521e+00
 -7.93713951e+00  4.57359076e+00 -6.89042854e+00 -4.50400066e+00
  3.58234555e-01  6.00554705e-01 -6.89712644e-01  5.35388374e+00
 -2.91246271e+00  3.43944371e-01 -2.29967666e+00  1.66959703e+00
  2.12699962e+00  2.89716005e+00  1.51654756e+00  9.35830593e-01
 -7.02116549e-01  2.96200895e+00 -1.04660666e+00  1.73279536e+00
  7.55535185e-01  3.71253222e-01  5.12861538e+00  4.31061554e+00
  5.47206974e+00  3.55075026e+00  5.92361927e-01 -1.78000972e-01]"
1668,YAF_fall_fear.wav,Young,fear,Young and fear,"[-2.6310590e+02  6.2529526e+01 -8.5694208e+00  1.3105778e+01
 -2.4327589e+01  1.1209739e+01 -2.4240143e+00 -3.0262933e+00
 -1.7310846e+01  1.2091746e+01 -2.1295973e+01  7.0433960e+00
 -4.4290676e+00  2.8273416e-01 -8.5453653e+00 -3.2131796e+00
 -3.3085175e+00  1.3443200e+01 -7.1053690e-01  1.3874346e+01
  1.1547651e+01  1.6172568e+00  6.8432574e+00  1.1758281e+00
  1.1188964e+00  7.3083277e+00 -2.2025576e+00 -1.0954854e-01
 -3.2841930e+00 -1.4545714e+00  3.7750122e-01 -1.3653219e+00
 -7.7627668e+00 -2.3832157e+00  2.8090793e-01  3.5545364e-01
 -6.5399319e-01 -1.5280191e+00  3.7518592e+00  7.0136480e+00]"
1669,YAF_fall_happy.wav,Young,happy,Young and happy,"[-3.0597330e+02  5.1161369e+01 -2.0307785e+01  4.9208927e+00
 -3.3729832e+01 -4.4960794e+00 -6.4910464e+00 -1.3881050e+01
 -1.0915416e+01  2.9917972e+00 -1.7213654e+01  1.5732350e+01
 -1.9015450e+01  4.8742208e+00 -8.6079426e+00 -4.1001692e+00
  4.7345004e+00  1.1474497e+00 -5.7934456e+00  1.1859698e+00
 -4.9443593e+00  6.9655919e+00  1.1134972e+01  5.6792474e+00
  2.1526468e+00  1.4286387e+00  8.5813844e-01  4.2969522e+00
  4.9997950e+00  1.4226363e+00  5.3226480e+00  8.8569403e+00
  9.2366877e+00  8.7345428e+00  3.9528890e+00 -9.7800350e-01
 -5.3429670e+00 -2.6543956e+00 -1.6682877e-01  1.0058976e+00]"
1670,YAF_fall_neutral.wav,Young,neutral,Young and neutral,"[-4.4198120e+02  8.0351593e+01  1.2123292e+01  3.3690784e+01
 -3.1075100e+01  7.0505114e+00 -2.0916763e-01 -4.3792162e+00
 -6.8078966e+00  8.6466656e+00 -1.6864754e+01  1.1705986e+01
 -5.7218194e+00  9.2288542e+00 -1.2443993e+01 -1.1136345e+00
 -1.6971375e+00  1.1742462e+00 -7.4462872e+00  5.0734776e-01
 -5.1712294e+00 -6.4055605e+00 -5.1333661e+00 -1.6216804e+00
 -7.9673729e+00 -3.5659042e-01 -3.1758022e+00 -2.0279591e+00
 -5.7995372e+00 -4.6390796e+00 -1.1435514e+01 -2.9761250e+00
 -1.4184167e+00  1.1227663e+01  2.4117552e+01  3.0753733e+01
  2.8948957e+01  1.5291250e+01  5.8745103e+00 -9.4182962e-01]"
1671,YAF_fall_ps.wav,Young,ps,Young and ps,"[-3.8249835e+02  5.6311901e+01 -1.6372705e+01 -1.3217815e+01
 -3.8965214e+01  3.3177192e+00 -1.4188347e+01 -4.4886646e+00
 -1.6609390e+01  1.0312558e+01 -1.0595697e+01  7.7558708e+00
 -3.7233551e+00  8.9017744e+00 -7.4687767e+00  8.6917934e+00
 -1.0827087e+00  3.1275811e+00 -2.9594669e-01  5.1287694e+00
 -3.3248043e+00 -2.8488502e-01 -1.0488410e+00  3.1911296e-01
  1.4089168e+00  2.0907521e+00  3.0939469e+00  1.1268772e-01
  2.4111876e+00  2.7978082e+00  5.7269926e+00  1.1082218e+01
  6.0195098e+00  6.9537706e+00  3.8900352e+00  2.5558066e+00
  3.5307298e+00  2.6448495e+00  4.4011631e+00  2.8209825e+00]"
1672,YAF_fall_sad.wav,Young,sad,Young and sad,"[-3.7512952e+02  8.6216064e+01  1.9050501e+01  2.6124237e+01
 -2.2773438e+01  1.3584964e+01 -4.8273764e+00 -7.9304094e+00
 -5.5874872e+00  1.8192214e-01 -1.2763459e+01  2.9627731e+00
 -1.0741676e+01  9.3364983e+00 -1.5895241e+01  2.2666667e+00
 -3.3467836e+00 -3.5866308e+00 -5.7390032e+00 -9.6330004e+00
 -5.3444281e+00 -8.6816540e+00 -5.1681232e+00  4.4597826e+00
 -3.2911018e-01  8.9614553e+00  2.4414968e+00 -4.0290675e-01
 -8.9872126e-03 -6.0982955e-01  3.8066373e+00  1.1512635e+01
  6.7101545e+00  1.6184547e+00  2.5924180e+00  3.5725985e+00
  8.8542929e+00  9.5227327e+00  5.6003442e+00  2.1919270e+00]"
1673,YAF_far_angry.wav,Young,angry,Young and angry,"[-3.1958038e+02  4.6697479e+01 -1.9665457e+01  3.7462263e+00
 -3.1158092e+01  1.9188663e+00 -4.1607652e+00 -1.3127973e+01
 -9.6689129e+00  1.1258650e+01 -2.5544930e+01  1.5864941e+01
 -1.7071909e+01  8.6472445e+00 -2.0086167e+00 -5.6066618e+00
 -4.0298967e+00  1.9810376e+00 -8.6025658e+00 -3.9922303e-01
 -5.7197208e+00 -2.2349501e+00 -1.3559942e+00 -1.7886446e-01
  5.7686291e+00  6.0622768e+00  7.9183617e+00  8.5619965e+00
  5.9291334e+00  7.4299054e+00  7.1196885e+00  8.1766644e+00
  7.7047688e-01 -3.8579601e-01 -1.1889317e+00 -2.1167769e+00
  3.0052977e+00  1.8546106e-01 -1.4883810e+00 -1.0585450e+00]"
1674,YAF_far_disgust.wav,Young,disgust,Young and disgust,"[-3.90115387e+02  9.06726532e+01 -1.71759281e+01  3.46272278e+00
 -1.90458736e+01  9.70419121e+00 -1.26514015e+01 -1.28004980e+01
 -1.16295156e+01  4.16108179e+00 -1.34168386e+01  7.96531916e+00
 -1.46845646e+01  5.11256504e+00 -9.89813042e+00 -4.75579262e+00
  2.50572413e-01 -6.59103727e+00 -2.94739437e+00 -1.22011435e+00
 -4.16014671e+00  2.21415281e+00 -3.89330292e+00  1.12231207e+00
 -7.84353733e-01 -5.02461910e+00  1.59200048e+00  9.01438475e-01
 -2.93118834e-01  3.62994361e+00 -1.39602423e+00  4.52773380e+00
  2.59831691e+00  7.89961219e-01  3.77296472e+00  2.18548965e+00
  5.53378105e+00  2.79247880e+00  1.12789905e+00  1.66197026e+00]"
1675,YAF_far_fear.wav,Young,fear,Young and fear,"[-3.0548242e+02  6.4298935e+01 -2.2585741e+01  4.4929643e+00
 -8.8714972e+00 -1.4030035e-01 -9.1861792e+00 -2.4912121e+00
 -1.5259840e+01  1.3254519e+01 -2.6228380e+01  8.4875221e+00
 -1.2084471e+01  3.3549276e-01 -1.5920098e+00 -2.3187511e+00
 -9.6357841e+00  5.8800106e+00 -1.0111249e+01  2.5493321e-01
  1.2050456e+01  1.3920347e+01  1.4057060e+01  1.5985870e+01
  1.0384636e+00  1.3043834e+00 -1.5056932e+00  7.0542297e+00
  3.9807281e+00  3.8190989e+00  8.8182658e-02  1.1015563e+00
  8.6825150e-01 -1.6130915e+00 -4.8663135e+00 -1.4520725e+00
 -6.6327518e-01 -3.0101106e+00 -2.4294591e+00 -2.2020757e+00]"
1676,YAF_far_happy.wav,Young,happy,Young and happy,"[-285.3628       47.969147    -30.350637     12.819467    -20.398788
   -5.8578424   -12.679512    -13.586445     -6.9009056     0.95390403
  -18.645174     14.686467    -18.962645      4.8299336    -8.9175825
   -4.246593      1.6196206     2.6166952    -5.164855      3.1247606
   -8.326182     -4.3478584     0.790248      9.559572     10.170831
    8.478578      5.5760093     1.5066065     8.556402      9.02124
    6.680561      7.6036725     1.1440008     5.8727994     4.70946
    3.0887237     3.1847126    -2.0219305    -4.669324     -1.822579  ]"
1677,YAF_far_neutral.wav,Young,neutral,Young and neutral,"[-3.8751428e+02  7.0682304e+01 -2.2073038e+01  2.5008644e+01
 -1.0726338e+01 -1.1423051e+00 -6.3095508e+00 -1.5782840e+01
 -2.5182986e+00  9.8953152e+00 -1.9783257e+01  2.0566120e+01
 -1.2984559e+01  7.9115062e+00 -3.1147511e+00 -3.2564704e+00
 -1.6392438e+00  1.7123669e-02 -1.0602834e+01  1.8442580e-01
 -4.2381134e+00 -3.5085788e+00 -5.9815311e+00 -1.6482867e+00
 -5.6649604e+00 -2.9500794e+00 -3.5796628e+00 -8.9135265e-01
 -5.3518333e+00 -3.9797513e+00 -1.0088934e+01 -5.8728290e+00
 -4.5932498e+00  6.5183492e+00  2.1825336e+01  3.4130016e+01
  3.7212753e+01  2.7520767e+01  1.4200882e+01 -2.4258263e+00]"
1678,YAF_far_ps.wav,Young,ps,Young and ps,"[-3.45486816e+02  5.44643974e+01 -1.53099384e+01 -1.80930176e+01
 -3.24997177e+01  1.00569572e+01 -1.35240288e+01 -4.37811947e+00
 -1.59491625e+01  1.42862387e+01 -2.03432255e+01  1.08140097e+01
 -1.42137709e+01  1.20739250e+01 -5.23793772e-02  6.25377750e+00
  5.94625187e+00  9.08560467e+00 -1.67999268e+00  6.77718973e+00
 -6.95312595e+00  7.73745966e+00 -2.24386215e+00  8.24403524e-01
  1.25045228e+00 -1.37863600e+00  3.05823255e+00  6.00496864e+00
  5.44248343e+00  7.95138025e+00  5.58391094e+00  8.51926231e+00
  4.00088644e+00  5.00679970e+00  3.29427433e+00  5.61093426e+00
  1.49160600e+00  2.11280775e+00  2.99717593e+00  3.19059563e+00]"
1679,YAF_far_sad.wav,Young,sad,Young and sad,"[-3.90748474e+02  7.89622345e+01  1.18030624e+01  3.73150024e+01
 -1.27627878e+01  1.32391434e+01 -1.33713799e+01 -4.52767420e+00
 -5.26550531e-01 -3.62704611e+00 -1.00397387e+01  2.91724229e+00
 -1.32074203e+01  1.00429325e+01 -1.30727396e+01  2.08708262e+00
 -5.26382065e+00 -1.05434307e-03 -1.07690258e+01 -3.40534854e+00
 -7.04447556e+00 -6.01146936e+00 -6.08689117e+00  2.82528377e+00
 -1.03074086e+00  6.37378645e+00  2.53096581e+00  6.53432190e-01
 -1.94601786e+00  9.81876731e-01  2.25137091e+00  9.25888538e+00
  6.73546934e+00  3.36546564e+00  2.88785100e+00  3.50858569e-01
  5.26290703e+00  5.32795668e+00  8.51265049e+00  4.64206076e+00]"
1680,YAF_fat_angry.wav,Young,angry,Young and angry,"[-2.62672668e+02  4.23368034e+01 -2.09540043e+01  1.51622372e+01
 -2.06765957e+01  4.64459944e+00 -8.92203903e+00 -7.12791061e+00
 -1.02278109e+01  9.64944458e+00 -1.93680019e+01  1.50127153e+01
 -1.57201843e+01  8.43616772e+00 -3.84470987e+00 -3.48032904e+00
 -7.93711615e+00  2.43164325e+00 -1.14392395e+01  1.72652400e+00
 -6.36702824e+00 -4.23849773e+00 -1.72489297e+00  1.47519267e+00
  4.00968266e+00  9.02661800e+00  9.96607685e+00  1.36190996e+01
  1.45766888e+01  8.84501457e+00  5.43533802e+00  3.17076159e+00
 -7.92899251e-01  1.85133803e+00  2.63475156e+00  2.90923268e-01
  1.94520265e-01 -1.36865652e+00 -1.45583737e+00 -1.36512959e+00]"
1681,YAF_fat_disgust.wav,Young,disgust,Young and disgust,"[-3.78477570e+02  6.93839264e+01 -5.15421152e+00  8.99493980e+00
 -1.35324526e+01  5.67245960e+00 -1.50268135e+01 -2.24251866e+00
 -1.34715996e+01  5.37101269e+00 -1.13861208e+01  3.92468065e-01
 -5.55217218e+00  2.13764405e+00 -5.36173916e+00 -3.74610138e+00
 -1.62418127e+00  3.98540282e+00 -2.60312104e+00  3.34700489e+00
 -1.11321473e+00 -3.37954235e+00 -1.57087135e+00 -1.54971635e+00
  2.69530654e-01  1.52748346e+00  2.64307809e+00  3.78694177e+00
  1.26169753e+00  2.55174446e+00  4.04239178e-01  8.07649314e-01
  2.35913849e+00  2.44563198e+00  4.03277063e+00  1.66894984e+00
  1.81577897e+00  2.33011460e+00  1.75058389e+00  2.31378746e+00]"
1682,YAF_fat_fear.wav,Young,fear,Young and fear,"[-2.72745789e+02  4.24596977e+01 -1.25209761e+01  2.61850567e+01
 -1.14537573e+01  1.55661716e+01 -1.23636751e+01  2.37396479e+00
 -1.12353077e+01  1.26558189e+01 -2.16151943e+01  4.75633144e+00
 -7.80089235e+00  4.85946560e+00 -8.97710919e-01 -1.33636975e+00
 -2.04338765e+00  1.33900499e+01 -8.16941738e+00  1.11744995e+01
  6.40985298e+00  2.31974363e+00  1.31779885e+00  4.07288742e+00
 -4.45780039e+00  1.07265210e+00 -2.85691524e+00  2.74408340e-01
 -1.74886429e+00  2.71287012e+00 -1.11553466e+00  1.69367683e+00
 -2.70089078e+00 -1.25179243e+00 -1.67228079e+00  7.36466348e-01
  1.79101205e+00  2.94290113e+00  3.03656340e+00  2.62594402e-01]"
1683,YAF_fat_happy.wav,Young,happy,Young and happy,"[-3.2423871e+02  4.1712357e+01 -2.4565481e+01  2.0060196e+01
 -1.8340845e+01  2.7536254e+00 -1.5946843e+01 -8.8677673e+00
 -2.5216854e+00  1.4800724e+00 -1.5104662e+01  1.1334504e+01
 -1.6317430e+01  9.3373213e+00 -7.6119728e+00 -3.6280155e+00
  3.0728121e+00  8.5020959e-01 -4.1000428e+00  3.7411237e+00
 -6.6682496e+00 -1.2341366e+00  2.8602698e+00  8.8729496e+00
  8.0366859e+00  5.7700496e+00  8.2179922e-01  2.7684362e+00
  5.5212231e+00  5.7121239e+00  2.0447879e+00  4.9507025e-01
  1.6259428e+00  5.0444221e+00  3.2366581e+00  1.1261920e+00
 -1.7202193e-01 -3.8694634e+00 -1.6929324e+00 -1.9060097e+00]"
1684,YAF_fat_neutral.wav,Young,neutral,Young and neutral,"[-4.4143015e+02  6.3672089e+01  3.1721408e+00  3.7021622e+01
 -1.8549671e+01  6.0098181e+00 -1.1805800e+01  6.2357998e-01
 -4.5048718e+00  1.0696518e+01 -1.4690317e+01  9.6327438e+00
 -7.8499422e+00  1.4561101e+01 -8.9880524e+00  2.3193831e+00
 -1.3488675e+00 -9.8270065e-01 -8.1110172e+00  1.3203571e+00
 -5.3682027e+00 -3.8229980e+00 -5.5501518e+00  3.6147182e+00
 -5.6663299e+00 -9.1249919e-01 -1.9923797e+00 -1.0142076e+00
 -1.5251983e+00 -2.3588839e+00 -6.9578352e+00 -2.2497966e+00
 -1.6021359e+00  6.4916139e+00  1.6221689e+01  2.4686556e+01
  2.2559361e+01  1.5064592e+01  6.7355709e+00  3.8135827e-01]"
1685,YAF_fat_ps.wav,Young,ps,Young and ps,"[-3.4960593e+02  3.0040010e+01 -3.4359486e+01 -4.0882716e+00
 -2.2514111e+01  9.9102192e+00 -2.6000816e+01  3.7636213e-02
 -1.6460804e+01  1.1439471e+01 -1.1356604e+01  1.0551722e+01
 -4.0849743e+00  9.4059362e+00 -8.2417431e+00  7.8404584e+00
  1.1487067e+00  4.1104736e+00 -3.2114446e+00  6.2465348e+00
 -2.4801092e+00  8.8829398e-01 -4.3481812e+00  5.4587927e-02
 -1.9051572e+00  3.4397995e+00  1.8392943e+00  6.7538743e+00
  6.6387677e+00  8.7860003e+00  3.1940072e+00  4.7593427e+00
  1.8693793e+00  1.2905090e+00  4.7009521e+00  3.7564664e+00
  3.6638801e+00  1.3049356e+00  2.2382569e+00 -1.4752244e+00]"
1686,YAF_fat_sad.wav,Young,sad,Young and sad,"[-3.5966360e+02  6.4730598e+01  7.6461415e+00  3.5189930e+01
 -1.5040866e+01  1.0198975e+01 -1.0281994e+01 -6.5806621e-01
 -6.6807141e+00  2.0370667e+00 -1.4847956e+01  5.5964665e+00
 -1.4043213e+01  1.0636386e+01 -9.1710205e+00 -2.7891309e+00
 -9.8460770e-01  1.2883620e-01 -1.2951349e+01 -2.2998633e+00
 -4.5904450e+00 -1.5627434e+00 -1.6318383e+00  7.8958755e+00
  3.6551745e+00  6.5070043e+00  8.0636615e-01 -1.1835932e+00
  3.7277682e+00  5.6825972e+00  7.2477493e+00  1.1442989e+01
  1.8351951e+00  3.0578041e-01  1.5072918e-02  2.6059942e+00
  5.7011814e+00  2.1194375e+00  2.9764795e+00  9.3557484e-02]"
1687,YAF_fit_angry.wav,Young,angry,Young and angry,"[-3.65251190e+02  1.54946299e+01 -2.87348866e+00  2.73677540e+01
 -2.81511383e+01  6.20535040e+00 -8.86732769e+00 -5.91245842e+00
 -1.26997080e+01  6.20350063e-01 -2.04994621e+01  1.60807819e+01
 -1.33403139e+01  1.11402979e+01 -4.97862148e+00  1.59914231e+00
 -5.34298480e-01 -4.59008425e-01 -1.01731615e+01  4.68338823e+00
 -6.82034397e+00  1.76566017e+00 -3.07990003e+00  8.86306167e-01
 -1.49140811e+00 -5.35994828e-01 -4.42737862e-02  6.41392422e+00
  9.70267296e+00  1.66096859e+01  1.67439957e+01  1.55778484e+01
  1.08041153e+01  3.09708881e+00 -7.00241029e-01  1.43516767e+00
  4.55904865e+00  4.15702629e+00  1.65169466e+00 -1.68617165e+00]"
1688,YAF_fit_disgust.wav,Young,disgust,Young and disgust,"[-4.2036636e+02  7.0256233e+01 -9.8628902e+00  2.7341024e+01
 -1.2872963e+01  1.0500152e+00 -2.2837172e+01 -4.5991201e+00
 -1.2188339e+01  4.7020020e+00 -1.4758843e+01  1.2724445e+01
 -7.6622882e+00  3.9025440e+00 -5.6033759e+00 -3.6513619e+00
 -1.2565621e+00  1.8798944e+00 -1.0935943e+01  1.7891324e+00
 -4.8279123e+00 -1.0916053e-01 -1.7360622e+00  2.7751334e+00
 -1.2969742e+00  1.8163856e+00 -2.6985879e+00  3.0614448e+00
  3.1287010e+00  6.2788162e+00  5.3795581e+00  7.8444757e+00
  7.5297241e+00  5.7714176e+00  4.0649614e+00 -5.6095940e-01
  1.9308054e+00  6.0413772e-01  2.6817527e+00  1.8394115e+00]"
1689,YAF_fit_fear.wav,Young,fear,Young and fear,"[-3.43473633e+02  2.49118786e+01 -1.17253313e+01  2.53493366e+01
 -8.87638474e+00  4.26189804e+00 -1.01285372e+01  2.45650983e+00
 -1.23872814e+01  1.26777496e+01 -2.17426815e+01  1.45992451e+01
 -4.37001896e+00  8.68047905e+00 -3.95276189e+00 -2.54315948e+00
 -2.08104753e+00  8.87663269e+00 -1.16600714e+01  1.03107185e+01
 -1.42364308e-01  1.01269090e+00  2.71231402e-02  6.16065264e+00
  2.18745232e+00  5.58082724e+00 -2.22803855e+00  3.25347090e+00
  4.27238894e+00  3.09274793e-01 -3.51131845e+00  7.27657497e-01
 -1.88839436e-02  2.68179321e+00 -1.36677110e+00  1.56190741e+00
  1.22258745e-01  2.07463574e+00 -1.68669260e+00 -1.45536613e+00]"
1690,YAF_fit_happy.wav,Young,happy,Young and happy,"[-3.3309714e+02  2.4308813e+01 -1.4755647e+01  2.8820929e+01
 -1.9486856e+01 -5.2579272e-01 -1.5987596e+01 -8.1247921e+00
 -3.1567087e+00 -7.0368156e+00 -1.0840123e+01  1.3705718e+01
 -1.1979876e+01  1.0041810e+01 -7.8365483e+00  2.5359771e+00
  1.6380123e+00  1.2562816e+00 -2.2286136e+00  4.0989494e+00
 -3.4253829e+00  2.0069289e+00  7.1984553e+00  8.2213440e+00
  4.7007823e+00  1.6963475e+00 -5.2780402e-01  7.2274780e+00
  1.2372393e+01  1.1602091e+01  1.4242506e+00 -3.4081674e+00
 -2.3763201e+00  1.3014628e+00  5.5293365e+00  2.1546085e+00
 -1.0899674e+00 -4.5573158e+00 -3.1578660e+00 -1.9330491e-01]"
1691,YAF_fit_neutral.wav,Young,neutral,Young and neutral,"[-4.0741315e+02  5.0005642e+01 -8.5573463e+00  3.9800175e+01
 -6.4249463e+00  5.7728935e-02 -1.6576654e+01 -4.5454469e+00
 -8.9072266e+00  1.3776276e+01 -2.3613791e+01  1.8781200e+01
 -6.5950727e-01  7.5319443e+00 -2.2495234e+00 -4.0139947e+00
  1.7303286e+00 -1.8422977e+00 -1.1296702e+01  5.8032374e+00
 -5.8563910e+00 -3.6274137e+00 -4.5059357e+00 -6.7049634e-01
 -4.1782594e+00 -4.8067374e+00  8.5619622e-01 -6.7755041e+00
 -4.4201727e+00 -3.3359914e+00  7.9706115e-01  1.6529640e+01
  2.1349869e+01  3.0551336e+01  2.3105179e+01  1.4363957e+01
  1.5746688e+00 -3.5595291e+00 -2.7313527e-01  6.1802969e+00]"
1692,YAF_fit_ps.wav,Young,ps,Young and ps,"[-371.8292      32.562325   -16.827633    20.505028   -20.787863
    1.9442124  -19.928843    -3.0624566  -12.371094    10.16855
  -16.268549    17.335896    -8.845147    14.073426    -1.6434387
    8.473085     3.97834      5.517335    -4.137356     4.085792
   -2.2805638    1.5839026   -1.7527177    2.931111    -2.8839397
    3.3422995    1.2150254    2.985263     3.0446508    3.6541994
    3.8871174    5.2275314    2.5571358    4.2357807    3.7108133
    5.575452     2.940611     5.2313437    3.751499     1.2906713]"
1693,YAF_fit_sad.wav,Young,sad,Young and sad,"[-4.1430496e+02  5.3678204e+01  1.8827650e+01  4.2961132e+01
 -6.7640176e+00  9.6004839e+00 -1.2562512e+01  7.0357084e-01
 -7.0074177e+00  1.4988863e+00 -1.2685388e+01  7.5281692e+00
 -6.4130197e+00  1.2414071e+01 -1.1383853e+01  4.3407135e+00
 -5.2313030e-01 -1.9955644e-02 -7.3622198e+00  7.9177296e-01
 -8.9244852e+00 -4.0102201e+00 -4.6009302e+00  2.7165868e+00
  1.1353843e+00  8.2441654e+00  4.5447741e+00  2.5468161e+00
  1.1020546e+00 -2.0265486e+00 -1.1346786e+00  9.6181221e+00
  6.5512214e+00  9.0669718e+00  4.3868670e+00  1.9270470e+00
 -1.8100487e-01 -1.5387262e-01  1.8516679e+00  3.4069424e+00]"
1694,YAF_five_angry.wav,Young,angry,Young and angry,"[-3.46507568e+02  3.28690834e+01 -1.74929962e+01  1.84261932e+01
 -2.44914436e+01  5.70462418e+00 -1.56748879e+00 -8.91202641e+00
 -8.39321232e+00  5.17716694e+00 -1.90431252e+01  1.67621441e+01
 -1.63215618e+01  1.23676710e+01 -3.39624596e+00 -1.08928740e+00
 -2.22853780e+00  1.41848159e+00 -8.60080624e+00  3.14898521e-01
 -4.97690821e+00 -1.02711216e-01 -5.29775381e+00  7.23070979e-01
 -1.30216849e+00  1.81942880e+00  6.83062840e+00  1.04985552e+01
  1.05819073e+01  1.11448364e+01  6.86910725e+00  8.15300369e+00
  3.67100239e+00  1.16547549e+00 -6.00135505e-01 -5.54371595e-01
  1.47961223e+00  1.88234317e+00  4.15837795e-01  9.66854811e-01]"
1695,YAF_five_disgust.wav,Young,disgust,Young and disgust,"[-4.0522543e+02  8.0193069e+01 -1.4060471e+01  1.6792246e+01
 -2.1269680e+01  7.3212385e+00 -1.0208617e+01 -9.4000187e+00
 -1.2750267e+01  3.4927232e+00 -1.2864703e+01  7.3657985e+00
 -1.3593298e+01  2.3752053e+00 -6.8286567e+00 -1.1863098e+00
 -3.5160561e+00  5.0729018e-01 -7.5555577e+00  3.0691352e-01
 -4.6807570e+00 -8.3169597e-01 -1.2608989e+00  2.3614953e+00
 -1.9272815e+00  8.2288444e-01 -3.0750663e+00  2.0167887e+00
  7.8400546e-01  3.5731046e+00  3.6323700e+00  6.1326070e+00
  2.6122415e+00  2.9081554e+00  3.0926173e+00  4.3295401e-01
  2.9988053e+00  2.1081796e+00  3.5814111e+00  2.7023232e+00]"
1696,YAF_five_fear.wav,Young,fear,Young and fear,"[-2.7335916e+02  3.6927940e+01 -2.3041052e+01  1.6035627e+01
 -1.3354351e+01  4.2863150e+00 -8.4418077e+00  7.3651924e+00
 -1.7568573e+01  1.4710665e+01 -1.7763367e+01  5.8818727e+00
 -5.3699794e+00  2.0893900e+00  6.8532956e-01  2.9091995e+00
 -9.4258213e+00  1.3575051e+01 -4.5548062e+00  8.4507513e+00
  1.2184264e+01  6.7200750e-01 -1.7694803e-01  5.5744715e+00
 -2.1930678e+00  9.1876993e+00 -9.7804081e-01  9.5644802e-01
 -4.9712718e-01 -5.9050286e-01 -1.4386281e+00 -3.7276858e-01
 -6.8946390e+00 -1.6537639e+00 -6.5200323e-01  4.2759120e-01
  1.7116097e+00 -1.4417835e+00  4.0900583e+00  7.2429352e+00]"
1697,YAF_five_happy.wav,Young,happy,Young and happy,"[-317.42838      43.24775     -25.998625     19.424257    -18.48416
    1.7119793   -13.706704    -11.724911     -4.228276     -2.2515745
  -10.745254     10.400137    -16.514444     12.405764    -10.727746
   -1.8194591    -1.15786       1.608276     -5.2974224     4.7824836
   -1.7657117    -3.2362888     1.3802271     4.12914       8.473733
    5.029912      0.35306507    2.1025832     4.8528566     7.8411837
    4.94022       0.32277495    0.42910028    4.7999787    11.622045
    9.489093      2.3698726    -2.0412154    -1.4174689    -2.4811413 ]"
